item_sku,product_name,product_category,supplier_name,Product Origin,order_date,arrival_date,supplier_lead_time_days,quantity_received,quantity_sold,items_spoiled,current_stock_level,base_price_php,Order Transaction ID,expiry_date,shelf life days,spoilage_sensitivity,base_price,cost_price,selling_price,daily_demand
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/25/2026,2/27/2026,2,98,94,4,0,130,TXN-501729,3/13/2026,14,Medium,130,85,130,14
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/25/2026,2/27/2026,2,91,89,2,0,130,TXN-501729,3/13/2026,14,Medium,130,85,130,13
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/25/2026,2/26/2026,1,78,77,1,0,130,TXN-501729,3/12/2026,14,Medium,130,85,130,13
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/25/2026,2/27/2026,2,40,39,1,0,245,TXN-500606,3/20/2026,21,Medium,245,185,245,8
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/25/2026,2/27/2026,2,54,53,1,0,299,TXN-500783,3/9/2026,10,High,299,220,299,6
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/25/2026,2/26/2026,1,66,64,2,0,180,TXN-500783,3/5/2026,7,High,180,130,162,11
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/25/2026,2/26/2026,1,48,47,1,0,299,TXN-500783,3/8/2026,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/25/2026,2/27/2026,2,48,47,1,0,299,TXN-500783,3/9/2026,10,High,299,220,299,6
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/25/2026,2/27/2026,2,90,87,3,0,155,TXN-501729,3/29/2026,30,Low,155,110,155,18
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/26/2026,2/27/2026,1,117,116,1,0,165,TXN-500570,3/13/2026,14,High,165,120,165,13
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/26/2026,2/28/2026,2,45,43,2,0,299,TXN-501074,3/10/2026,10,High,299,220,299,5
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/26/2026,2/27/2026,1,60,59,1,0,130,TXN-501849,3/13/2026,14,Medium,130,85,130,12
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/26/2026,2/27/2026,1,36,34,2,0,260,TXN-500570,4/13/2026,45,Low,260,190,260,4
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/26/2026,2/28/2026,2,104,103,1,0,165,TXN-500570,3/14/2026,14,High,165,120,165,13
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/26/2026,2/27/2026,1,70,68,2,0,165,TXN-500570,3/13/2026,14,High,165,120,165,14
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/26/2026,2/27/2026,1,90,70,20,0,180,TXN-501074,3/6/2026,7,High,180,130,180,10
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/26/2026,2/28/2026,2,35,33,2,0,260,TXN-500570,4/14/2026,45,Low,260,190,260,5
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/26/2026,2/28/2026,2,84,81,3,0,165,TXN-500570,3/14/2026,14,High,165,120,165,14
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/26/2026,2/28/2026,2,63,61,2,0,245,TXN-500570,3/21/2026,21,Medium,245,185,245,7
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/26/2026,2/28/2026,2,40,39,1,0,299,TXN-501074,3/10/2026,10,High,299,220,269.1,5
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/26/2026,2/28/2026,2,112,107,5,0,95,TXN-501074,3/14/2026,14,Medium,95,60,95,16
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/26/2026,2/27/2026,1,20,19,1,0,260,TXN-500570,4/13/2026,45,Low,260,190,260,4
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/27/2026,2/28/2026,1,66,65,1,0,180,TXN-500689,3/7/2026,7,High,180,130,180,11
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/27/2026,2/28/2026,1,133,129,4,0,155,TXN-501887,3/30/2026,30,Low,155,110,139.5,19
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/27/2026,3/1/2026,2,72,33,39,0,180,TXN-500689,3/8/2026,7,High,180,130,180,12
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/27/2026,2/28/2026,1,35,33,2,0,260,TXN-502010,4/14/2026,45,Low,260,190,260,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/27/2026,2/28/2026,1,42,41,1,0,299,TXN-500689,3/10/2026,10,High,299,220,299,6
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/27/2026,3/1/2026,2,66,38,28,0,180,TXN-500689,3/8/2026,7,High,180,130,180,11
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/27/2026,2/28/2026,1,45,44,1,0,260,TXN-502010,4/14/2026,45,Low,260,190,234,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/27/2026,3/1/2026,2,40,28,12,0,299,TXN-500689,3/11/2026,10,High,299,220,269.1,5
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/27/2026,3/1/2026,2,48,23,25,0,299,TXN-500689,3/11/2026,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/27/2026,3/1/2026,2,36,17,19,0,299,TXN-500689,3/11/2026,10,High,299,220,299,6
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/27/2026,2/28/2026,1,72,70,2,0,130,TXN-501887,3/14/2026,14,Medium,130,85,130,12
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/27/2026,3/1/2026,2,119,70,49,0,95,TXN-500689,3/15/2026,14,Medium,95,60,95,17
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/27/2026,3/1/2026,2,243,238,5,0,155,TXN-501887,3/31/2026,30,Low,155,110,155,27
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/28/2026,3/2/2026,2,30,21,9,0,299,TXN-501181,3/12/2026,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/28/2026,3/1/2026,1,45,33,12,0,299,TXN-501181,3/11/2026,10,High,299,220,299,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/28/2026,3/1/2026,1,130,125,5,0,155,TXN-501511,3/31/2026,30,Low,155,110,155,26
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/28/2026,3/2/2026,2,96,68,28,0,180,TXN-501181,3/9/2026,7,High,180,130,162,12
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/28/2026,3/1/2026,1,88,63,25,0,180,TXN-501181,3/8/2026,7,High,180,130,180,11
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",2/28/2026,3/2/2026,2,55,35,20,0,245,TXN-502069,3/23/2026,21,Medium,245,185,245,11
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",2/28/2026,3/1/2026,1,85,63,22,0,130,TXN-501511,3/15/2026,14,Medium,130,85,130,17
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",2/28/2026,3/1/2026,1,48,26,22,0,299,TXN-501181,3/11/2026,10,High,299,220,299,6
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/1/2026,3/2/2026,1,84,46,38,0,180,TXN-500368,3/9/2026,7,High,180,130,180,12
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/1/2026,3/2/2026,1,120,56,64,0,165,TXN-501183,3/16/2026,14,High,165,120,165,20
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/1/2026,3/3/2026,2,168,108,60,0,165,TXN-501183,3/17/2026,14,High,165,120,165,21
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/1/2026,3/3/2026,2,224,222,2,0,155,TXN-501692,4/2/2026,30,Low,155,110,155,28
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/1/2026,3/3/2026,2,160,89,71,0,130,TXN-501692,3/17/2026,14,Medium,130,85,130,20
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/1/2026,3/2/2026,1,36,35,1,0,260,TXN-501183,4/16/2026,45,Low,260,190,260,6
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/1/2026,3/2/2026,1,216,208,8,0,155,TXN-501692,4/1/2026,30,Low,155,110,139.5,27
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/1/2026,3/3/2026,2,102,51,51,0,130,TXN-501692,3/17/2026,14,Medium,130,85,130,17
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/1/2026,3/2/2026,1,56,55,1,0,260,TXN-501183,4/16/2026,45,Low,260,190,260,7
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/1/2026,3/3/2026,2,152,93,59,0,165,TXN-501183,3/17/2026,14,High,165,120,165,19
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/1/2026,3/3/2026,2,152,69,83,0,130,TXN-501692,3/17/2026,14,Medium,130,85,130,19
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/1/2026,3/3/2026,2,77,41,36,0,180,TXN-500368,3/10/2026,7,High,180,130,162,11
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/1/2026,3/3/2026,2,54,39,15,0,299,TXN-500368,3/13/2026,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/1/2026,3/2/2026,1,30,22,8,0,299,TXN-500368,3/12/2026,10,High,299,220,299,6
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/1/2026,3/3/2026,2,56,55,1,0,260,TXN-501183,4/17/2026,45,Low,260,190,195,7
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/1/2026,3/3/2026,2,162,80,82,0,130,TXN-501692,3/17/2026,14,Medium,130,85,130,18
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/2/2026,3/4/2026,2,144,94,50,0,130,TXN-500637,3/18/2026,14,Medium,130,85,130,18
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/2/2026,3/4/2026,2,216,208,8,0,155,TXN-500637,4/3/2026,30,Low,155,110,155,24
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/2/2026,3/4/2026,2,105,69,36,0,165,TXN-501020,3/18/2026,14,High,165,120,165,21
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/2/2026,3/3/2026,1,84,38,46,0,180,TXN-501273,3/10/2026,7,High,180,130,180,12
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/2/2026,3/3/2026,1,133,99,34,0,165,TXN-501020,3/17/2026,14,High,165,120,165,19
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/2/2026,3/3/2026,1,152,100,52,0,130,TXN-500637,3/17/2026,14,Medium,130,85,130,19
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/2/2026,3/3/2026,1,30,14,16,0,299,TXN-501273,3/13/2026,10,High,299,220,299,6
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/2/2026,3/4/2026,2,36,24,12,0,299,TXN-501273,3/14/2026,10,High,299,220,299,6
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/2/2026,3/3/2026,1,182,180,2,0,155,TXN-500637,4/2/2026,30,Low,155,110,155,26
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/2/2026,3/3/2026,1,140,81,59,0,165,TXN-501020,3/17/2026,14,High,165,120,165,20
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/2/2026,3/3/2026,1,168,112,56,0,165,TXN-501020,3/17/2026,14,High,165,120,165,21
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/2/2026,3/3/2026,1,114,71,43,0,130,TXN-500637,3/17/2026,14,Medium,130,85,130,19
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/2/2026,3/3/2026,1,70,48,22,0,245,TXN-501020,3/24/2026,21,Medium,245,185,245,10
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/2/2026,3/3/2026,1,108,58,50,0,130,TXN-500637,3/17/2026,14,Medium,130,85,130,18
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/2/2026,3/3/2026,1,77,49,28,0,245,TXN-501020,3/24/2026,21,Medium,245,185,245,11
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/2/2026,3/4/2026,2,63,61,2,0,260,TXN-501020,4/18/2026,45,Low,260,190,195,7
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/2/2026,3/4/2026,2,66,46,20,0,180,TXN-501273,3/11/2026,7,High,180,130,180,11
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/2/2026,3/4/2026,2,96,51,45,0,180,TXN-501273,3/11/2026,7,High,180,130,180,12
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/2/2026,3/3/2026,1,30,22,8,0,299,TXN-501273,3/13/2026,10,High,299,220,299,5
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/2/2026,3/3/2026,1,216,212,4,0,155,TXN-500637,4/2/2026,30,Low,155,110,155,27
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/5/2026,2,30,29,1,0,260,TXN-500318,4/19/2026,45,Low,260,190,260,6
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/4/2026,1,114,61,53,0,165,TXN-500318,3/18/2026,14,High,165,120,165,19
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/4/2026,1,35,34,1,0,260,TXN-500318,4/18/2026,45,Low,260,190,260,7
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/5/2026,2,80,42,38,0,245,TXN-500318,3/26/2026,21,Medium,245,185,245,10
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/4/2026,1,56,54,2,0,260,TXN-500318,4/18/2026,45,Low,260,190,260,7
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/3/2026,3/5/2026,2,140,74,66,0,130,TXN-501317,3/19/2026,14,Medium,130,85,130,20
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/3/2026,3/5/2026,2,95,54,41,0,130,TXN-501317,3/19/2026,14,Medium,130,85,130,19
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/4/2026,1,160,105,55,0,165,TXN-500318,3/18/2026,14,High,165,120,165,20
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/5/2026,2,126,60,66,0,165,TXN-500318,3/19/2026,14,High,165,120,165,21
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/3/2026,3/5/2026,2,42,20,22,0,299,TXN-502117,3/15/2026,10,High,299,220,299,6
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/4/2026,1,105,64,41,0,165,TXN-500318,3/18/2026,14,High,165,120,165,21
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/3/2026,3/5/2026,2,99,67,32,0,180,TXN-502117,3/12/2026,7,High,180,130,180,11
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/3/2026,3/5/2026,2,99,55,44,0,180,TXN-502117,3/12/2026,7,High,180,130,162,11
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/5/2026,2,171,95,76,0,165,TXN-500318,3/19/2026,14,High,165,120,165,19
SKU-7705,Chilled Fruit Juice 1L,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/3/2026,3/5/2026,2,168,167,1,0,155,TXN-501317,4/4/2026,30,Low,155,110,155,28
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/4/2026,1,100,66,34,0,165,TXN-500318,3/18/2026,14,High,165,120,165,20
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/3/2026,3/4/2026,1,95,45,50,0,130,TXN-501317,3/18/2026,14,Medium,130,85,130,19
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/3/2026,3/5/2026,2,66,41,25,0,245,TXN-500318,3/26/2026,21,Medium,245,185,245,11
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/4/2026,3/5/2026,1,63,60,3,0,260,TXN-500510,4/19/2026,45,Low,260,190,260,7
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/4/2026,3/5/2026,1,66,31,35,0,245,TXN-500510,3/26/2026,21,Medium,245,185,245,11
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/4/2026,3/5/2026,1,100,59,41,0,165,TXN-500510,3/19/2026,14,High,165,120,165,20
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/4/2026,3/6/2026,2,60,37,23,0,245,TXN-500510,3/27/2026,21,Medium,245,185,245,10
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/4/2026,3/5/2026,1,152,85,67,0,165,TXN-500510,3/19/2026,14,High,165,120,165,19
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/4/2026,3/5/2026,1,66,36,30,0,245,TXN-500510,3/26/2026,21,Medium,245,185,245,11
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/4/2026,3/5/2026,1,152,91,61,0,130,TXN-501985,3/19/2026,14,Medium,130,85,130,19
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/4/2026,3/6/2026,2,55,31,24,0,180,TXN-502052,3/13/2026,7,High,180,130,180,11
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/4/2026,3/5/2026,1,114,64,50,0,130,TXN-501985,3/19/2026,14,Medium,130,85,117,19
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/4/2026,3/6/2026,2,84,42,42,0,180,TXN-502052,3/13/2026,7,High,180,130,180,12
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/4/2026,3/6/2026,2,42,30,12,0,299,TXN-502052,3/16/2026,10,High,299,220,299,6
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/4/2026,3/5/2026,1,60,43,17,0,245,TXN-500510,3/26/2026,21,Medium,245,185,245,10
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/4/2026,3/5/2026,1,153,98,55,0,95,TXN-502052,3/19/2026,14,Medium,95,60,95,17
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/4/2026,3/6/2026,2,153,104,49,0,130,TXN-501985,3/20/2026,14,Medium,130,85,130,17
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/4/2026,3/6/2026,2,42,21,21,0,299,TXN-502052,3/16/2026,10,High,299,220,299,6
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/5/2026,3/6/2026,1,119,56,63,0,95,TXN-500037,3/20/2026,14,Medium,95,60,95,17
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/5/2026,3/7/2026,2,60,29,31,0,180,TXN-500037,3/14/2026,7,High,180,130,162,12
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/5/2026,3/6/2026,1,55,29,26,0,245,TXN-501139,3/27/2026,21,Medium,245,185,245,11
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/5/2026,3/7/2026,2,108,56,52,0,130,TXN-501680,3/21/2026,14,Medium,130,85,130,18
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/5/2026,3/7/2026,2,120,55,65,0,165,TXN-501139,3/21/2026,14,High,165,120,165,20
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/5/2026,3/6/2026,1,54,35,19,0,299,TXN-500037,3/16/2026,10,High,299,220,299,6
SKU-7703,Organic Salad Mix,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/5/2026,3/7/2026,2,88,60,28,0,180,TXN-500037,3/14/2026,7,High,180,130,180,11
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/5/2026,3/6/2026,1,30,22,8,0,299,TXN-500037,3/16/2026,10,High,299,220,299,6
SKU-7708,Cold Brew Coffee 250ml,Beverages,Manila Liquid Bottlers Inc,"Valenzuela, Metro Manila",3/5/2026,3/6/2026,1,171,101,70,0,130,TXN-501680,3/20/2026,14,Medium,130,85,130,19
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/5/2026,3/7/2026,2,66,35,31,0,245,TXN-501139,3/28/2026,21,Medium,245,185,245,11
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/6/2026,3/7/2026,1,140,102,38,0,165,TXN-500330,3/21/2026,14,High,165,120,165,20
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/6/2026,3/7/2026,1,95,69,26,0,165,TXN-500330,3/21/2026,14,High,165,120,148.5,19
SKU-7706,Chilled Cheese Block 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/6/2026,3/7/2026,1,42,41,1,0,260,TXN-500330,4/21/2026,45,Low,260,190,260,7
SKU-7701,Fresh Milk 1L,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/6/2026,3/7/2026,1,132,74,58,0,165,TXN-500330,3/21/2026,14,High,165,120,148.5,22
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/6/2026,3/7/2026,1,119,60,59,0,95,TXN-501908,3/21/2026,14,Medium,95,60,95,17
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/6/2026,3/7/2026,1,30,15,15,0,299,TXN-501908,3/17/2026,10,High,299,220,299,6
SKU-7702,Greek Yogurt 500g,Dairy,Hacienda Dairy Corp,"Pasig City, Metro Manila",3/6/2026,3/7/2026,1,80,40,40,0,245,TXN-500330,3/28/2026,21,Medium,245,185,220.5,10
SKU-7704,Premium Berries 250g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/6/2026,3/7/2026,1,54,40,14,0,299,TXN-501908,3/17/2026,10,High,299,220,299,6
SKU-7707,Local Calamansi Pack 500g,Produce,MetroGrown Agri-Hub,"Quezon City, Metro Manila",3/6/2026,3/8/2026,2,85,40,45,0,95,TXN-501908,3/22/2026,14,Medium,95,60,95,17
